Index,Sample Name,Sample Type,Component Name,Component Type,IS Name,Component Group Name,Actual Concentration,Expected RT,Area,IS Area,Retention Time,Retention Time Delta (min),Used,Calculated Concentration,Accuracy,Precursor Mass,Accuracy Acceptance  ,Concentration Acceptance  ,Reportable
5767,EZ-S-23SEP2019,Unknown,ADP_neg_2,Quantifiers,(No IS),,N/A,3.36,2.13E+03,N/A,3.24,0.12,TRUE,<2 points,N/A,425.831,,,TRUE
5768,EZ-S-23SEP2019,Unknown,4-PYRIDOXATE_neg_2,Quantifiers,(No IS),,N/A,4.37,6.72E+03,N/A,3.99,0.38,TRUE,<2 points,N/A,181.937,,,TRUE
5769,EZ-S-23SEP2019,Unknown,GLUCURONATE_neg_3,Quantifiers,(No IS),,N/A,1.74,6.21E+04,N/A,1.78,0.04,TRUE,<2 points,N/A,192.943,,,TRUE
5770,EZ-S-23SEP2019,Unknown,DEOXYURIDINE_neg_2,Quantifiers,(No IS),,N/A,4.71,2.33E+03,N/A,4.77,0.06,TRUE,<2 points,N/A,226.997,,,TRUE
5771,EZ-S-23SEP2019,Unknown,PYROGLUTAMIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.34,5.79E+05,N/A,2.34,0,TRUE,<2 points,N/A,127.932,,,TRUE
5772,EZ-S-23SEP2019,Unknown,CYSTATHIONINE_neg_1,Quantifiers,(No IS),,N/A,14.09,1.45E+05,N/A,14.07,0.02,TRUE,<2 points,N/A,220.955,,,TRUE
5773,EZ-S-23SEP2019,Unknown,XANTHOSINE_neg_1,Quantifiers,(No IS),,N/A,1.68,8.39E+04,N/A,1.74,0.06,TRUE,<2 points,N/A,282.97,,,TRUE
5774,EZ-S-23SEP2019,Unknown,CYTIDINE MONOPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.91,2.08E+03,N/A,1.88,0.03,TRUE,<2 points,N/A,321.908,,,TRUE
5775,EZ-S-23SEP2019,Unknown,GLUCOSE 6-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.76,1.07E+04,N/A,1.72,0.04,TRUE,<2 points,N/A,258.879,,,TRUE
5776,EZ-S-23SEP2019,Unknown,NADP_neg_1,Quantifiers,(No IS),,N/A,2.35,6.76E+02,N/A,2.27,0.08,TRUE,<2 points,N/A,741.974,,,TRUE
5777,EZ-S-23SEP2019,Unknown,dGTP_neg_3,Quantifiers,(No IS),,N/A,1.79,5.15E+03,N/A,1.79,0,TRUE,<2 points,N/A,506,,,TRUE
5778,EZ-S-23SEP2019,Unknown,IDP_neg_4,Quantifiers,(No IS),,N/A,1.88,7.57E+02,N/A,1.86,0.02,TRUE,<2 points,N/A,426.842,,,TRUE
5779,EZ-S-23SEP2019,Unknown,6-PHOSPHOGLUCONATE_neg_2,Quantifiers,(No IS),,N/A,1.67,1.55E+05,N/A,1.72,0.05,TRUE,<2 points,N/A,274.843,,,TRUE
5780,EZ-S-23SEP2019,Unknown,ADENOSINE MONOPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.22,5.49E+03,N/A,2.22,0,TRUE,<2 points,N/A,345.941,,,TRUE
5781,EZ-S-23SEP2019,Unknown,GLUCONATE_neg_2,Quantifiers,(No IS),,N/A,1.75,4.39E+05,N/A,1.78,0.03,TRUE,<2 points,N/A,194.922,,,TRUE
5782,EZ-S-23SEP2019,Unknown,dGDP_neg_2,Quantifiers,(No IS),,N/A,3.17,3.43E+03,N/A,3.12,0.05,TRUE,<2 points,N/A,425.866,,,TRUE
5783,EZ-S-23SEP2019,Unknown,PHOSPHOENOLPYRUVATE_neg_1,Quantifiers,(No IS),,N/A,1.8,4.71E+04,N/A,1.7,0.1,TRUE,<2 points,N/A,166.826,,,TRUE
5784,EZ-S-23SEP2019,Unknown,DIHYDROXYACETONE PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.78,4.12E+04,N/A,1.81,0.03,TRUE,<2 points,N/A,168.906,,,TRUE
5785,EZ-S-23SEP2019,Unknown,O-ACETYLSERINE_neg_2,Quantifiers,(No IS),,N/A,2.03,2.57E+05,N/A,2,0.03,TRUE,<2 points,N/A,145.934,,,TRUE
5786,EZ-S-23SEP2019,Unknown,5-THYMIDYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,8.57,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,320.9,,,TRUE
5787,EZ-S-23SEP2019,Unknown,CYCLIC AMP_neg_1,Quantifiers,(No IS),,N/A,3.94,1.07E+03,N/A,3.91,0.03,TRUE,<2 points,N/A,327.898,,,TRUE
5788,EZ-S-23SEP2019,Unknown,ADP-GLUCOSE_neg_1,Quantifiers,(No IS),,N/A,7.26,8.34E+02,N/A,7.24,0.02,TRUE,<2 points,N/A,587.958,,,TRUE
5789,EZ-S-23SEP2019,Unknown,FRUCTOSE 6-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.77,3.13E+04,N/A,1.8,0.03,TRUE,<2 points,N/A,258.9,,,TRUE
5790,EZ-S-23SEP2019,Unknown,ADENOSINE TRIPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,3.71,4.44E+02,N/A,3.67,0.04,TRUE,<2 points,N/A,505.8,,,TRUE
5791,EZ-S-23SEP2019,Unknown,XANTHYLIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.69,9.98E+04,N/A,1.73,0.04,TRUE,<2 points,N/A,362.9,,,TRUE
5792,EZ-S-23SEP2019,Unknown,FAD_neg_1,Quantifiers,(No IS),,N/A,10.29,1.30E+03,N/A,10.52,0.23,TRUE,<2 points,N/A,784,,,TRUE
5793,EZ-S-23SEP2019,Unknown,DEOXYGUANOSINE_neg_1,Quantifiers,(No IS),,N/A,3.65,3.81E+03,N/A,3.76,0.11,TRUE,<2 points,N/A,266,,,TRUE
5794,EZ-S-23SEP2019,Unknown,CARBAMOYL PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.75,6.66E+04,N/A,1.87,0.12,TRUE,<2 points,N/A,139.9,,,TRUE
5795,EZ-S-23SEP2019,Unknown,PHOSPHORIBOSYL PYROPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.79,3.78E+03,N/A,2.05,0.26,TRUE,<2 points,N/A,388.949,,,TRUE
5796,EZ-S-23SEP2019,Unknown,AICAR_neg_1,Quantifiers,(No IS),,N/A,13.75,5.03E+03,N/A,13.81,0.06,TRUE,<2 points,N/A,336.9,,,TRUE
5797,EZ-S-23SEP2019,Unknown,GLYCERALDEHYDE 3-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,2.05,1.99E+03,N/A,1.56,0.49,TRUE,<2 points,N/A,169,,,TRUE
5798,EZ-S-23SEP2019,Unknown,S-ADENOSYLHOMOCYSTEINE_neg_1,Quantifiers,(No IS),,N/A,3.08,1.42E+03,N/A,2.81,0.27,TRUE,<2 points,N/A,383,,,TRUE
5799,EZ-S-23SEP2019,Unknown,L-ORNITHINE_neg_4,Quantifiers,(No IS),,N/A,1.77,1.06E+05,N/A,1.82,0.05,TRUE,<2 points,N/A,130.9,,,TRUE
5800,EZ-S-23SEP2019,Unknown,GUANOSINE DIPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.82,4.43E+03,N/A,2,0.18,TRUE,<2 points,N/A,441.9,,,TRUE
5801,EZ-S-23SEP2019,Unknown,"2,3-DIPHOSPHO-D-GLYCERIC ACID__neg_4",Quantifiers,(No IS),,N/A,2.03,3.11E+04,N/A,1.79,0.24,TRUE,<2 points,N/A,265,,,TRUE
5802,EZ-S-23SEP2019,Unknown,CDP_neg_2,Quantifiers,(No IS),,N/A,13.84,1.78E+03,N/A,13.99,0.15,TRUE,<2 points,N/A,401.9,,,TRUE
5803,EZ-S-23SEP2019,Unknown,GLYOXYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.98,2.33E+05,N/A,2.06,0.08,TRUE,<2 points,N/A,73,,,TRUE
5804,EZ-S-23SEP2019,Unknown,GUANOSINE MONOPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,2.29,8.62E+03,N/A,2.29,0,TRUE,<2 points,N/A,361.9,,,TRUE
5805,EZ-S-23SEP2019,Unknown,N-ACETYLALANINE_neg_1,Quantifiers,(No IS),,N/A,2.51,4.07E+05,N/A,2.56,0.05,TRUE,<2 points,N/A,129.9,,,TRUE
5806,EZ-S-23SEP2019,Unknown,RIBOFLAVIN_neg_1,Quantifiers,(No IS),,N/A,10.84,1.88E+04,N/A,10.71,0.13,TRUE,<2 points,N/A,375,,,TRUE
5807,EZ-S-23SEP2019,Unknown,GLUTATHIONE REDUCED_neg_1,Quantifiers,(No IS),,N/A,2.16,3.17E+04,N/A,1.96,0.2,TRUE,<2 points,N/A,305.9,,,TRUE
5808,EZ-S-23SEP2019,Unknown,URIDINE TRIPHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,14.95,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,482.9,,,TRUE
5809,EZ-S-23SEP2019,Unknown,N-ACETYLGLUTAMATE_neg_1,Quantifiers,(No IS),,N/A,2.41,3.02E+06,N/A,2.21,0.2,TRUE,<2 points,N/A,188,,,TRUE
5810,EZ-S-23SEP2019,Unknown,PANTOTHENATE_neg_1,Quantifiers,(No IS),,N/A,5.98,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,218,,,TRUE
5811,EZ-S-23SEP2019,Unknown,THIAMINE PYROPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,8.67,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,423,,,TRUE
5812,EZ-S-23SEP2019,Unknown,NADPH_neg_1,Quantifiers,(No IS),,N/A,7.61,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,744,,,TRUE
5813,EZ-S-23SEP2019,Unknown,5-HYDROXYTRYPTOPHAN_neg_2,Quantifiers,(No IS),,N/A,8.87,1.63E+03,N/A,8.43,0.44,TRUE,<2 points,N/A,219,,,TRUE
5814,EZ-S-23SEP2019,Unknown,CITRAMALATE_neg_1,Quantifiers,(No IS),,N/A,2.07,3.20E+06,N/A,1.88,0.19,TRUE,<2 points,N/A,146.9,,,TRUE
5815,EZ-S-23SEP2019,Unknown,CITRAMALATE_neg_2,Quantifiers,(No IS),,N/A,2.15,2.21E+05,N/A,2.06,0.09,TRUE,<2 points,N/A,146.9,,,TRUE
5816,EZ-S-23SEP2019,Unknown,2-HYDROXYBUTYRATE_neg_3,Quantifiers,(No IS),,N/A,2.53,3.24E+06,N/A,2.52,0.01,TRUE,<2 points,N/A,103,,,TRUE
5817,EZ-S-23SEP2019,Unknown,D-RIBOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.75,8.18E+04,N/A,1.75,0,TRUE,<2 points,N/A,229,,,TRUE
5818,EZ-S-23SEP2019,Unknown,DEOXYADENOSINE TRIPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,10.14,1.84E+03,N/A,9.96,0.18,TRUE,<2 points,N/A,489.9,,,TRUE
5819,EZ-S-23SEP2019,Unknown,GLYCEROL 3-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.8,3.15E+04,N/A,1.79,0.01,TRUE,<2 points,N/A,170.9,,,TRUE
5820,EZ-S-23SEP2019,Unknown,URIDINE 5_1,Quantifiers,(No IS),,N/A,1.54,6.41E+05,N/A,1.59,0.05,TRUE,<2 points,N/A,402.9,,,TRUE
5821,EZ-S-23SEP2019,Unknown,GLUCOSE 1-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.34,4.92E+04,N/A,1.43,0.09,TRUE,<2 points,N/A,258.9,,,TRUE
5822,EZ-S-23SEP2019,Unknown,CITRACONIC ACID_neg,Quantifiers,(No IS),,N/A,2.1,5.31E+04,N/A,2.25,0.15,TRUE,<2 points,N/A,129.1,,,TRUE
5823,EZ-S-23SEP2019,Unknown,DEOXYINOSINE_neg_2,Quantifiers,(No IS),,N/A,6.52,5.00E+02,N/A,6.54,0.02,TRUE,<2 points,N/A,251,,,TRUE
5824,EZ-S-23SEP2019,Unknown,INDOLE-3-CARBOXYLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.58,1.65E+06,N/A,1.59,0.01,TRUE,<2 points,N/A,160,,,TRUE
5825,EZ-S-23SEP2019,Unknown,INDOLEACRYLIC ACID_neg_2,Quantifiers,(No IS),,N/A,11.16,3.94E+04,N/A,11.04,0.12,TRUE,<2 points,N/A,186,,,TRUE
5826,EZ-S-23SEP2019,Unknown,2-ISOPROPYLMALIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.97,2.44E+04,N/A,1.89,0.08,TRUE,<2 points,N/A,174.9,,,TRUE
5827,EZ-S-23SEP2019,Unknown,(R)-LIPOIC ACID_neg_1,Quantifiers,(No IS),,N/A,6.26,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,205,,,TRUE
5828,EZ-S-23SEP2019,Unknown,MESACONIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.1,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,129,,,TRUE
5829,EZ-S-23SEP2019,Unknown,PHENYLPROPIOLIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.57,1.34E+06,N/A,1.28,0.29,TRUE,<2 points,N/A,144.9,,,TRUE
5830,EZ-S-23SEP2019,Unknown,TETRADECANEDIOIC ACID_neg_2,Quantifiers,(No IS),,N/A,14.2,2.46E+05,N/A,14.21,0.01,TRUE,<2 points,N/A,257.1,,,TRUE
5831,EZ-S-23SEP2019,Unknown,ACADESINE_neg_2,Quantifiers,(No IS),,N/A,2.75,3.13E+03,N/A,2.74,0.01,TRUE,<2 points,N/A,257,,,TRUE
5832,EZ-S-23SEP2019,Unknown,ACETOACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,4.9,9.12E+02,N/A,5.31,0.41,TRUE,<2 points,N/A,850.138,,,TRUE
5833,EZ-S-23SEP2019,Unknown,ACETYL-COA_neg_1,Quantifiers,(No IS),,N/A,11.74,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,808.127,,,TRUE
5834,EZ-S-23SEP2019,Unknown,ADENOSINE PHOSPHOSULFATE_neg_2,Quantifiers,(No IS),,N/A,13.76,4.66E+02,N/A,13.61,0.15,TRUE,<2 points,N/A,426.016,,,TRUE
5835,EZ-S-23SEP2019,Unknown,BUTYRYL-COA_neg_2,Quantifiers,(No IS),,N/A,1.67,1.07E+05,N/A,1.58,0.09,TRUE,<2 points,N/A,836.159,,,TRUE
5836,EZ-S-23SEP2019,Unknown,CHOLESTERYL SULFATE_neg_2,Quantifiers,(No IS),,N/A,14.91,5.87E+06,N/A,14.89,0.02,TRUE,<2 points,N/A,465.2,,,TRUE
5837,EZ-S-23SEP2019,Unknown,DEOXYRIBOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.67,1.62E+05,N/A,1.73,0.06,TRUE,<2 points,N/A,213,,,TRUE
5838,EZ-S-23SEP2019,Unknown,DEPHOSPHO-COA_neg_2,Quantifiers,(No IS),,N/A,10.84,4.60E+02,N/A,10.7,0.14,TRUE,<2 points,N/A,686,,,TRUE
5839,EZ-S-23SEP2019,Unknown,D-Erythrose 4-phosphate_neg_2,Quantifiers,(No IS),,N/A,1.75,2.79E+04,N/A,1.78,0.03,TRUE,<2 points,N/A,199,,,TRUE
5840,EZ-S-23SEP2019,Unknown,SYMMETRIC DIMETHYLARGININE_neg_2,Quantifiers,(No IS),,N/A,2.02,1.45E+04,N/A,2.01,0.01,TRUE,<2 points,N/A,200.9,,,TRUE
5841,EZ-S-23SEP2019,Unknown,D-SEDOHEPTULOSE 7-PHOSPHATE_neg_1,Quantifiers,(No IS),,N/A,1.54,3.10E+07,N/A,1.58,0.04,TRUE,<2 points,N/A,288.9,,,TRUE
5842,EZ-S-23SEP2019,Unknown,dTTP_neg_1,Quantifiers,(No IS),,N/A,14.5,1.09E+07,N/A,14.45,0.05,TRUE,<2 points,N/A,480.9,,,TRUE
5843,EZ-S-23SEP2019,Unknown,FARNESYL PYROPHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,14.1,1.35E+04,N/A,14.07,0.03,TRUE,<2 points,N/A,381.3,,,TRUE
5844,EZ-S-23SEP2019,Unknown,dCTP_neg_1,Quantifiers,(No IS),,N/A,2.58,2.20E+03,N/A,2.56,0.02,TRUE,<2 points,N/A,466,,,TRUE
5845,EZ-S-23SEP2019,Unknown,dTDP_-HPO3_neg_4,Quantifiers,(No IS),,N/A,8.57,2.89E+03,N/A,8.61,0.04,TRUE,<2 points,N/A,321.2,,,TRUE
5846,EZ-S-23SEP2019,Unknown,dTDP_neg_2,Quantifiers,(No IS),,N/A,2.56,4.97E+03,N/A,2.72,0.16,TRUE,<2 points,N/A,401,,,TRUE
5847,EZ-S-23SEP2019,Unknown,OXIDIZED GLUTATHIONE_neg_1,Quantifiers,(No IS),,N/A,2.55,3.33E+04,N/A,2.48,0.07,TRUE,<2 points,N/A,611,,,TRUE
5848,EZ-S-23SEP2019,Unknown,HOMOCYSTEIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.72,1.61E+05,N/A,1.75,0.03,TRUE,<2 points,N/A,181.9,,,TRUE
5849,EZ-S-23SEP2019,Unknown,3-HYDROXY-3-METHYLGLUTARYL-COA_+2_neg_3,Quantifiers,(No IS),,N/A,14.63,2.56E+04,N/A,14.55,0.08,TRUE,<2 points,N/A,454.7,,,TRUE
5850,EZ-S-23SEP2019,Unknown,HYDROXYISOCAPROIC ACID_neg_2,Quantifiers,(No IS),,N/A,8.81,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,131,,,TRUE
5851,EZ-S-23SEP2019,Unknown,ISOBUTYRYLGLYCINE_neg_2,Quantifiers,(No IS),,N/A,3.8,9.30E+02,N/A,3.41,0.39,TRUE,<2 points,N/A,144,,,TRUE
5852,EZ-S-23SEP2019,Unknown,ISOVALERIC ACID_neg_1,Quantifiers,(No IS),,N/A,19.63,7.68E+06,N/A,19.69,0.06,TRUE,<2 points,N/A,101,,,TRUE
5853,EZ-S-23SEP2019,Unknown,MALONYL-COA_neg_2,Quantifiers,(No IS),,N/A,10.2,4.43E+02,N/A,9.79,0.41,TRUE,<2 points,N/A,852.117,,,TRUE
5854,EZ-S-23SEP2019,Unknown,2-HYDROXY-3-METHYLBUTYRIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.44,9.89E+07,N/A,7.6,0.16,TRUE,<2 points,N/A,116.9,,,TRUE
5855,EZ-S-23SEP2019,Unknown,METHYL PHENYLACETATE_neg_3,Quantifiers,(No IS),,N/A,19.61,7.13E+05,N/A,19.66,0.05,TRUE,<2 points,N/A,149,,,TRUE
5856,EZ-S-23SEP2019,Unknown,N-ACETYL-GLUCOSAMINE 1-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,2.76,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,299.9,,,TRUE
5857,EZ-S-23SEP2019,Unknown,N-ACETYLGLUTAMINE_neg_1,Quantifiers,(No IS),,N/A,2.2,7.78E+03,N/A,2.22,0.02,TRUE,<2 points,N/A,187,,,TRUE
5858,EZ-S-23SEP2019,Unknown,UREIDOPROPIONIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.78,4.55E+06,N/A,1.81,0.03,TRUE,<2 points,N/A,130.9,,,TRUE
5859,EZ-S-23SEP2019,Unknown,N-GLYCYL-L-PROLINE_neg_3,Quantifiers,(No IS),,N/A,1.98,1.73E+05,N/A,2.09,0.11,TRUE,<2 points,N/A,171,,,TRUE
5860,EZ-S-23SEP2019,Unknown,PHENYLLACTIC ACID_neg_3,Quantifiers,(No IS),,N/A,10.53,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,165,,,TRUE
5861,EZ-S-23SEP2019,Unknown,PHENYLACETYL-L-GLUTAMINE_neg_2,Quantifiers,(No IS),,N/A,9.59,2.48E+05,N/A,9.64,0.05,TRUE,<2 points,N/A,263,,,TRUE
5862,EZ-S-23SEP2019,Unknown,PROPIONYL-COA_neg_1,Quantifiers,(No IS),,N/A,8.77,9.80E+02,N/A,8.66,0.11,TRUE,<2 points,N/A,822.143,,,TRUE
5863,EZ-S-23SEP2019,Unknown,PYROPHOSPHATE_neg_3,Quantifiers,(No IS),,N/A,1.94,2.91E+04,N/A,1.85,0.09,TRUE,<2 points,N/A,176.9,,,TRUE
5864,EZ-S-23SEP2019,Unknown,URIDINE DIPHOSPHATE GLUCOSE_neg_2,Quantifiers,(No IS),,N/A,1.49,3.52E+03,N/A,1.49,0,TRUE,<2 points,N/A,564.9,,,TRUE
5865,EZ-S-23SEP2019,Unknown,METHYLSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,4.04,2.74E+05,N/A,4.12,0.08,TRUE,<2 points,N/A,131,,,TRUE
5866,EZ-S-23SEP2019,Unknown,FLAVIN MONONUCLEOTIDE _neg_1,Quantifiers,(No IS),,N/A,1.7,3.74E+04,N/A,1.73,0.03,TRUE,<2 points,N/A,455.102,,,TRUE
5867,EZ-S-23SEP2019,Unknown,ARGININOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,1.58,7.13E+06,N/A,1.58,0,TRUE,<2 points,N/A,288.9,,,TRUE
5868,EZ-S-23SEP2019,Unknown,L-2-HYDROXYGLUTARIC ACID_neg_1,Quantifiers,(No IS),,N/A,1.76,1.21E+05,N/A,1.8,0.04,TRUE,<2 points,N/A,146.9,,,TRUE
5869,EZ-S-23SEP2019,Unknown,N-ACETYLORNITHINE_neg_3,Quantifiers,(No IS),,N/A,1.72,3.29E+06,N/A,1.76,0.04,TRUE,<2 points,N/A,172.9,,,TRUE
5870,EZ-S-23SEP2019,Unknown,RIBULOSE 5-PHOSPHATE_neg_2,Quantifiers,(No IS),,N/A,1.86,1.25E+04,N/A,1.86,0,TRUE,<2 points,N/A,229.015,,,TRUE
5871,EZ-S-23SEP2019,Unknown,ATROLACTIC ACID_neg_2,Quantifiers,(No IS),,N/A,10.37,2.62E+06,N/A,10.12,0.25,TRUE,<2 points,N/A,164.9,,,TRUE
5872,EZ-S-23SEP2019,Unknown,2-DEOXYGLUCOSE-6-PHOSPHATE_neg_4,Quantifiers,(No IS),,N/A,1.75,1.49E+04,N/A,1.83,0.08,TRUE,<2 points,N/A,243,,,TRUE
5873,EZ-S-23SEP2019,Unknown,PALMITIC ACID_neg_1,Quantifiers,(No IS),,N/A,14.96,1.80E+07,N/A,14.94,0.02,TRUE,<2 points,N/A,255,,,TRUE
5874,EZ-S-23SEP2019,Unknown,UREIDOSUCCINIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.22,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,175,,,TRUE
5875,EZ-S-23SEP2019,Unknown,2-KETOHEXANOIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.25,1.12E+04,N/A,7.27,0.02,TRUE,<2 points,N/A,129,,,TRUE
5876,EZ-S-23SEP2019,Unknown,3-HYDROXYBUTYRYL-CoA_-2_neg_4,Quantifiers,(No IS),,N/A,2.53,2.30E+03,N/A,2.17,0.36,TRUE,<2 points,N/A,425.8,,,TRUE
5877,EZ-S-23SEP2019,Unknown,4-HYDROXYBENZOATE_neg_1,Quantifiers,(No IS),,N/A,8.77,3.25E+04,N/A,8.73,0.04,TRUE,<2 points,N/A,137,,,TRUE
5878,EZ-S-23SEP2019,Unknown,XANTHURENIC ACID_neg_1,Quantifiers,(No IS),,N/A,8.96,1.69E+03,N/A,9.16,0.2,TRUE,<2 points,N/A,204,,,TRUE
5879,EZ-S-23SEP2019,Unknown,MELATONIN_neg_2,Quantifiers,(No IS),,N/A,3.56,2.19E+03,N/A,3.47,0.09,TRUE,<2 points,N/A,231,,,TRUE
5880,EZ-S-23SEP2019,Unknown,MALEIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.29,2.12E+04,N/A,2.17,0.12,TRUE,<2 points,N/A,115,,,TRUE
5881,EZ-S-23SEP2019,Unknown,"2,3-DIHYDROXYBENZOIC ACID_neg_1",Quantifiers,(No IS),,N/A,8.85,1.75E+03,N/A,8.81,0.04,TRUE,<2 points,N/A,153,,,TRUE
5882,EZ-S-23SEP2019,Unknown,3-(4-HYDROXYPHENYL)PYRUVATE_neg_1,Quantifiers,(No IS),,N/A,2.07,5.53E+05,N/A,2.18,0.11,TRUE,<2 points,N/A,179,,,TRUE
5883,EZ-S-23SEP2019,Unknown,METHYLMALONATE_neg_1,Quantifiers,(No IS),,N/A,2.52,1.67E+06,N/A,2.41,0.11,TRUE,<2 points,N/A,117,,,TRUE
5884,EZ-S-23SEP2019,Unknown,HIPPURIC ACID_neg_2,Quantifiers,(No IS),,N/A,9.21,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,178,,,TRUE
5885,EZ-S-23SEP2019,Unknown,FUMARIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.17,3.61E+04,N/A,2.38,0.21,TRUE,<2 points,N/A,115,,,TRUE
5886,EZ-S-23SEP2019,Unknown,4-AMINOBENZOIC ACID_neg_1,Quantifiers,(No IS),,N/A,13.67,7.83E+03,N/A,13.5,0.17,TRUE,<2 points,N/A,136,,,TRUE
5887,EZ-S-23SEP2019,Unknown,OXALACETIC ACID_neg_1,Quantifiers,(No IS),,N/A,4.03,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,131,,,TRUE
5888,EZ-S-23SEP2019,Unknown,3-METHYL-2-OXOVALERIC ACID_neg_1,Quantifiers,(No IS),,N/A,7.24,6.51E+05,N/A,7.01,0.23,TRUE,<2 points,N/A,129,,,TRUE
5889,EZ-S-23SEP2019,Unknown,OXOGLUTARATE_neg_2,Quantifiers,(No IS),,N/A,19.61,3.73E+05,N/A,19.69,0.08,TRUE,<2 points,N/A,144.9,,,TRUE
5890,EZ-S-23SEP2019,Unknown,PYRUVIC ACID_neg_1,Quantifiers,(No IS),,N/A,2.03,2.14E+06,N/A,1.95,0.08,TRUE,<2 points,N/A,87,,,TRUE
5891,EZ-S-23SEP2019,Unknown,GERANYL-PP_neg_1,Quantifiers,(No IS),,N/A,1.94,2.94E+04,N/A,1.87,0.07,TRUE,<2 points,N/A,313,,,TRUE
5892,EZ-S-23SEP2019,Unknown,GERANYL-PP_-HPO3_neg_2,Quantifiers,(No IS),,N/A,1.64,2.41E+05,N/A,1.66,0.02,TRUE,<2 points,N/A,233.3,,,TRUE
5893,EZ-S-23SEP2019,Unknown,MEVALONIC ACID_neg_2,Quantifiers,(No IS),,N/A,2.08,1.00E+06,N/A,1.95,0.13,TRUE,<2 points,N/A,147,,,TRUE
5894,EZ-S-23SEP2019,Unknown,3-HYDROXYPHENYLACETIC ACID_neg_1,Quantifiers,(No IS),,N/A,9.77,2.28E+04,N/A,9.88,0.11,TRUE,<2 points,N/A,151,,,TRUE
5895,EZ-S-23SEP2019,Unknown,BIOTIN_neg_2,Quantifiers,(No IS),,N/A,2.62,N/A,N/A,N/A,N/A,TRUE,N/A,N/A,243,,,TRUE
5896,EZ-S-23SEP2019,Unknown,ACETOACETATE_neg_2,Quantifiers,(No IS),,N/A,1.98,2.20E+04,N/A,2.07,0.09,TRUE,<2 points,N/A,101,,,TRUE
5897,EZ-S-23SEP2019,Unknown,MYOINOSITOL_neg_3,Quantifiers,(No IS),,N/A,1.79,1.56E+05,N/A,1.79,0,TRUE,<2 points,N/A,179,,,TRUE
5898,EZ-S-23SEP2019,Unknown,ALPHA-D-GLUCOSE_neg_3,Quantifiers,(No IS),,N/A,2.04,5.25E+07,N/A,2.04,0,TRUE,<2 points,N/A,179,,,TRUE
5899,EZ-S-23SEP2019,Unknown,INDOLE_neg_2,Quantifiers,(No IS),,N/A,8.95,6.73E+02,N/A,8.5,0.45,TRUE,<2 points,N/A,116,,,TRUE
